x,y,z,Fault,Horizon,Segment,TriangleId,PointId,AttributeDisplacement,AttributeHeave,AttributeThrow,AttributeDisplacementDifference,AttributeGradients,AttributeRawDisplacement,AttributeRawHeave,AttributeRawThrow,AttributeFaultZone,AttributeJuxtaposition,AttributeFaultSealResults,AttributeAttribute,AttributeCustom
464591.2,5934704.206,2099.481,F1,TopC,2,11,69,433.2188509681827,234.41875891514223,364.31637117054856,0.0,0.0,437.89379600049944,236.1918104264987,368.73349862052834,0.0,-218.9407162989737,0.0,0.0,0.0
464356.448,5934687.943,1729.87,F1,TopC,2,11,33,433.2188509681827,234.41875891514223,364.31637117054856,0.0,0.0,437.89379600049944,236.1918104264987,368.73349862052834,0.0,-218.9407162989737,0.0,0.0,0.0
464385.271,5934589.534,1731.39,F1,TopC,2,11,34,433.2188509681827,234.41875891514223,364.31637117054856,0.0,0.0,437.89379600049944,236.1918104264987,368.73349862052834,0.0,-218.9407162989737,0.0,0.0,0.0
464428.553,5934384.717,1732.676,F1,TopC,2,12,36,434.7672833762171,239.9189099490604,362.57620901431267,0.0,0.0,438.9038440298519,242.1365553034798,366.06124543120535,0.0,-216.76529752454576,0.0,0.0,0.0
464655.063,5934396.392,2098.406,F1,TopC,2,12,66,434.7672833762171,239.9189099490604,362.57620901431267,0.0,0.0,438.9038440298519,242.1365553034798,366.06124543120535,0.0,-216.76529752454576,0.0,0.0,0.0
464638.553,5934501.658,2098.549,F1,TopC,2,12,67,434.7672833762171,239.9189099490604,362.57620901431267,0.0,0.0,438.9038440298519,242.1365553034798,366.06124543120535,0.0,-216.76529752454576,0.0,0.0,0.0
464264.863,5935323.697,2099.025,F1,TopC,2,13,76,461.10697300300194,249.3037640060293,387.9011134353925,0.0,0.0,462.4561208473334,247.2562668162781,390.80649438567764,0.0,-245.99293540097233,0.0,0.0,0.0
464048.562,5935203.249,1707.137,F1,TopC,2,13,27,461.10697300300194,249.3037640060293,387.9011134353925,0.0,0.0,462.4561208473334,247.2562668162781,390.80649438567764,0.0,-245.99293540097233,0.0,0.0,0.0
464115.528,5935126.081,1712.031,F1,TopC,2,13,28,461.10697300300194,249.3037640060293,387.9011134353925,0.0,0.0,462.4561208473334,247.2562668162781,390.80649438567764,0.0,-245.99293540097233,0.0,0.0,0.0
464532.123,5934900.227,2101.285,F1,TopC,2,14,71,441.1409838019763,240.03176692450705,370.1217616634756,0.0,0.0,444.8114080012523,240.20742542062405,374.376250352571,0.0,-225.34886634159534,0.0,0.0,0.0
464281.762,5934875.272,1724.568,F1,TopC,2,14,31,441.1409838019763,240.03176692450705,370.1217616634756,0.0,0.0,444.8114080012523,240.20742542062405,374.376250352571,0.0,-225.34886634159534,0.0,0.0,0.0
464322.686,5934783.601,1727.742,F1,TopC,2,14,32,441.1409838019763,240.03176692450705,370.1217616634756,0.0,0.0,444.8114080012523,240.20742542062405,374.376250352571,0.0,-225.34886634159534,0.0,0.0,0.0
464391.307,5935165.19,2100.284,F1,TopC,2,15,74,452.823155576825,246.38252358039045,379.926917052098,0.0,0.0,454.31860198518615,244.68752915138978,382.79674154692674,0.0,-236.44749387869092,0.0,0.0,0.0
464177.227,5935045.979,1716.684,F1,TopC,2,15,29,452.823155576825,246.38252358039045,379.926917052098,0.0,0.0,454.31860198518615,244.68752915138978,382.79674154692674,0.0,-236.44749387869092,0.0,0.0,0.0
464232.957,5934962.553,1720.759,F1,TopC,2,15,30,452.823155576825,246.38252358039045,379.926917052098,0.0,0.0,454.31860198518615,244.68752915138978,382.79674154692674,0.0,-236.44749387869092,0.0,0.0,0.0
465032.835,5933233.248,2106.605,F1,TopC,2,16,54,508.5070627298446,278.4702049261593,425.4806432900526,0.0,0.0,497.44755309155136,272.0900915843721,416.4382489476788,0.0,-272.74232540284197,0.0,0.0,0.0
464972.843,5933314.3,2103.602,F1,TopC,2,16,55,508.5070627298446,278.4702049261593,425.4806432900526,0.0,0.0,497.44755309155136,272.0900915843721,416.4382489476788,0.0,-272.74232540284197,0.0,0.0,0.0
464793.738,5933100.105,1688.26,F1,TopC,2,16,49,508.5070627298446,278.4702049261593,425.4806432900526,0.0,0.0,497.44755309155136,272.0900915843721,416.4382489476788,0.0,-272.74232540284197,0.0,0.0,0.0
464850.903,5933017.478,1684.138,F1,TopC,2,17,50,513.3794602845522,281.13844229194393,429.5575008165001,0.0,0.0,502.3633873138417,275.65393759322046,419.97874760128553,0.0,-275.8968118637681,0.0,0.0,0.0
465032.835,5933233.248,2106.605,F1,TopC,2,17,54,513.3794602845522,281.13844229194393,429.5575008165001,0.0,0.0,502.3633873138417,275.65393759322046,419.97874760128553,0.0,-275.8968118637681,0.0,0.0,0.0
464793.738,5933100.105,1688.26,F1,TopC,2,17,49,513.3794602845522,281.13844229194393,429.5575008165001,0.0,0.0,502.3633873138417,275.65393759322046,419.97874760128553,0.0,-275.8968118637681,0.0,0.0,0.0
462825.73,5936811.49,2095.714,F1,TopC,2,18,96,318.12459211923164,164.95207958371364,272.01850589994,0.0,0.0,305.2809934838352,158.34987074574462,261.00079804418266,0.0,-137.74691948522377,0.0,0.0,0.0
462790.806,5936906.502,2095.951,F1,TopC,2,18,97,318.12459211923164,164.95207958371364,272.01850589994,0.0,0.0,305.2809934838352,158.34987074574462,261.00079804418266,0.0,-137.74691948522377,0.0,0.0,0.0
462653.904,5936830.268,1838.376,F1,TopC,2,18,6,318.12459211923164,164.95207958371364,272.01850589994,0.0,0.0,305.2809934838352,158.34987074574462,261.00079804418266,0.0,-137.74691948522377,0.0,0.0,0.0
464118.357,5935471.033,2098.512,F1,TopC,2,19,78,473.34698988373424,254.3867231487433,399.1801196422946,0.0,0.0,473.93212765648025,251.2799717206577,401.833254665952,0.0,-257.2731284243366,0.0,0.0,0.0
464037.743,5935540.602,2098.417,F1,TopC,2,19,79,473.34698988373424,254.3867231487433,399.1801196422946,0.0,0.0,473.93212765648025,251.2799717206577,401.833254665952,0.0,-257.2731284243366,0.0,0.0,0.0
463899.154,5935348.969,1697.585,F1,TopC,2,19,25,473.34698988373424,254.3867231487433,399.1801196422946,0.0,0.0,473.93212765648025,251.2799717206577,401.833254665952,0.0,-257.2731284243366,0.0,0.0,0.0
464037.743,5935540.602,2098.417,F1,TopC,2,20,79,475.6537737424488,255.30547887862767,401.32982063383633,0.0,0.0,475.8746236435621,252.04498556012328,403.6457726790994,0.0,-259.45065230089335,0.0,0.0,0.0
463953.09,5935607.922,2098.252,F1,TopC,2,20,80,475.6537737424488,255.30547887862767,401.32982063383633,0.0,0.0,475.8746236435621,252.04498556012328,403.6457726790994,0.0,-259.45065230089335,0.0,0.0,0.0
463899.154,5935348.969,1697.585,F1,TopC,2,20,25,475.6537737424488,255.30547887862767,401.32982063383633,0.0,0.0,475.8746236435621,252.04498556012328,403.6457726790994,0.0,-259.45065230089335,0.0,0.0,0.0
463865.301,5935673.495,2098.122,F1,TopC,2,21,81,481.528182302375,257.01873622620343,407.1986733525965,0.0,0.0,479.0409837858555,253.15322101026624,406.6862487069924,0.0,-266.40034736095686,0.0,0.0,0.0
463774.966,5935737.65,2097.845,F1,TopC,2,21,82,481.528182302375,257.01873622620343,407.1986733525965,0.0,0.0,479.0409837858555,253.15322101026624,406.6862487069924,0.0,-266.40034736095686,0.0,0.0,0.0
463731.872,5935484.735,1691.736,F1,TopC,2,21,23,481.528182302375,257.01873622620343,407.1986733525965,0.0,0.0,479.0409837858555,253.15322101026624,406.6862487069924,0.0,-266.40034736095686,0.0,0.0,0.0
463817.204,5935417.793,1693.865,F1,TopC,2,22,24,480.8866211946211,257.549987581697,406.1033690338541,0.0,0.0,478.9627456926372,253.18748901204924,406.5727502158211,0.0,-265.13498250315615,0.0,0.0,0.0
463865.301,5935673.495,2098.122,F1,TopC,2,22,81,480.8866211946211,257.549987581697,406.1033690338541,0.0,0.0,478.9627456926372,253.18748901204924,406.5727502158211,0.0,-265.13498250315615,0.0,0.0,0.0
463731.872,5935484.735,1691.736,F1,TopC,2,22,23,480.8866211946211,257.549987581697,406.1033690338541,0.0,0.0,478.9627456926372,253.18748901204924,406.5727502158211,0.0,-265.13498250315615,0.0,0.0,0.0
463953.09,5935607.922,2098.252,F1,TopC,2,23,80,479.6685739813308,256.89763413531176,405.07474179583556,0.0,0.0,478.4041780435963,253.01032970809305,406.02500368301503,0.0,-263.50748694263075,0.0,0.0,0.0
463865.301,5935673.495,2098.122,F1,TopC,2,23,81,479.6685739813308,256.89763413531176,405.07474179583556,0.0,0.0,478.4041780435963,253.01032970809305,406.02500368301503,0.0,-263.50748694263075,0.0,0.0,0.0
463817.204,5935417.793,1693.865,F1,TopC,2,23,24,479.6685739813308,256.89763413531176,405.07474179583556,0.0,0.0,478.4041780435963,253.01032970809305,406.02500368301503,0.0,-263.50748694263075,0.0,0.0,0.0
464972.843,5933314.3,2103.602,F1,TopC,2,24,55,498.0840235325968,273.0748656890368,416.5546929604022,0.0,0.0,487.48597901652056,265.8790389733686,408.5962519709637,0.0,-265.3124993486449,0.0,0.0,0.0
464916.424,5933397.342,2099.746,F1,TopC,2,24,56,498.0840235325968,273.0748656890368,416.5546929604022,0.0,0.0,487.48597901652056,265.8790389733686,408.5962519709637,0.0,-265.3124993486449,0.0,0.0,0.0
464739.262,5933184.229,1692.884,F1,TopC,2,24,48,498.0840235325968,273.0748656890368,416.5546929604022,0.0,0.0,487.48597901652056,265.8790389733686,408.5962519709637,0.0,-265.3124993486449,0.0,0.0,0.0
464916.424,5933397.342,2099.746,F1,TopC,2,25,56,492.45973103781967,263.7216196170292,415.89360904011573,0.0,0.0,482.31950744094723,262.9276318172879,404.35275247901495,0.0,-260.9219485297956,0.0,0.0,0.0
464688.0,5933270.143,1697.515,F1,TopC,2,25,47,492.45973103781967,263.7216196170292,415.89360904011573,0.0,0.0,482.31950744094723,262.9276318172879,404.35275247901495,0.0,-260.9219485297956,0.0,0.0,0.0
464739.262,5933184.229,1692.884,F1,TopC,2,25,48,492.45973103781967,263.7216196170292,415.89360904011573,0.0,0.0,482.31950744094723,262.9276318172879,404.35275247901495,0.0,-260.9219485297956,0.0,0.0,0.0
464688.0,5933270.143,1697.515,F1,TopC,2,26,47,485.83211048855844,266.82195386320495,406.0035523470067,0.0,0.0,477.13630367503,259.9199425730155,400.1257528161555,0.0,-256.4314988136616,0.0,0.0,0.0
464916.424,5933397.342,2099.746,F1,TopC,2,26,56,485.83211048855844,266.82195386320495,406.0035523470067,0.0,0.0,477.13630367503,259.9199425730155,400.1257528161555,0.0,-256.4314988136616,0.0,0.0,0.0
464642.101,5933359.042,1702.59,F1,TopC,2,26,46,485.83211048855844,266.82195386320495,406.0035523470067,0.0,0.0,477.13630367503,259.9199425730155,400.1257528161555,0.0,-256.4314988136616,0.0,0.0,0.0
464916.424,5933397.342,2099.746,F1,TopC,2,27,56,478.58034484472927,262.03260915834636,400.47229393476056,0.0,0.0,471.9363663294904,256.85597127176135,395.9152513046724,0.0,-251.81941718637836,0.0,0.0,0.0
464865.171,5933483.26,2096.4,F1,TopC,2,27,57,478.58034484472927,262.03260915834636,400.47229393476056,0.0,0.0,471.9363663294904,256.85597127176135,395.9152513046724,0.0,-251.81941718637836,0.0,0.0,0.0
464642.101,5933359.042,1702.59,F1,TopC,2,27,46,478.58034484472927,262.03260915834636,400.47229393476056,0.0,0.0,471.9363663294904,256.85597127176135,395.9152513046724,0.0,-251.81941718637836,0.0,0.0,0.0
464535.917,5933643.291,1718.447,F1,TopC,2,28,43,448.4070073185794,240.14038760691616,378.6838238589082,0.0,0.0,444.23265711907845,238.15781299763015,374.99799773105536,0.0,-231.55004796025537,0.0,0.0,0.0
464744.253,5933759.304,2094.035,F1,TopC,2,28,60,448.4070073185794,240.14038760691616,378.6838238589082,0.0,0.0,444.23265711907845,238.15781299763015,374.99799773105536,0.0,-231.55004796025537,0.0,0.0,0.0
464508.46,5933742.46,1722.167,F1,TopC,2,28,42,448.4070073185794,240.14038760691616,378.6838238589082,0.0,0.0,444.23265711907845,238.15781299763015,374.99799773105536,0.0,-231.55004796025537,0.0,0.0,0.0
464744.253,5933759.304,2094.035,F1,TopC,2,29,60,447.5110891374,239.17274286765786,378.23613519877125,0.0,0.0,442.9131936148491,237.55460334501186,373.81799856445105,0.0,-230.76350288945173,0.0,0.0,0.0
464715.742,5933857.886,2095.395,F1,TopC,2,29,61,447.5110891374,239.17274286765786,378.23613519877125,0.0,0.0,442.9131936148491,237.55460334501186,373.81799856445105,0.0,-230.76350288945173,0.0,0.0,0.0
464508.46,5933742.46,1722.167,F1,TopC,2,29,42,447.5110891374,239.17274286765786,378.23613519877125,0.0,0.0,442.9131936148491,237.55460334501186,373.81799856445105,0.0,-230.76350288945173,0.0,0.0,0.0
464664.256,5934287.053,2098.018,F1,TopC,2,30,65,444.80050015284246,250.65552899631777,367.44971182434597,0.0,0.0,444.97789908087526,250.56119547783598,367.72700183660766,0.0,-220.2996540412919,0.0,0.0,0.0
464438.869,5934276.003,1731.78,F1,TopC,2,30,37,444.80050015284246,250.65552899631777,367.44971182434597,0.0,0.0,444.97789908087526,250.56119547783598,367.72700183660766,0.0,-220.2996540412919,0.0,0.0,0.0
464670.034,5934175.81,2097.619,F1,TopC,2,30,64,444.80050015284246,250.65552899631777,367.44971182434597,0.0,0.0,444.97789908087526,250.56119547783598,367.72700183660766,0.0,-220.2996540412919,0.0,0.0,0.0
464664.256,5934287.053,2098.018,F1,TopC,2,31,65,441.19011073311873,247.24538083450423,365.4017452950965,0.0,0.0,443.2066546271923,248.48945733144672,366.99299472169434,0.0,-218.77001382587832,0.0,0.0,0.0
464428.553,5934384.717,1732.676,F1,TopC,2,31,36,441.19011073311873,247.24538083450423,365.4017452950965,0.0,0.0,443.2066546271923,248.48945733144672,366.99299472169434,0.0,-218.77001382587832,0.0,0.0,0.0
464438.869,5934276.003,1731.78,F1,TopC,2,31,37,441.19011073311873,247.24538083450423,365.4017452950965,0.0,0.0,443.2066546271923,248.48945733144672,366.99299472169434,0.0,-218.77001382587832,0.0,0.0,0.0
464428.553,5934384.717,1732.676,F1,TopC,2,32,36,437.7547716865493,245.32019781203505,362.5565344602231,0.0,0.0,441.18198752685424,245.68126872368006,366.4377474875014,0.0,-217.58790909515005,0.0,0.0,0.0
464664.256,5934287.053,2098.018,F1,TopC,2,32,65,437.7547716865493,245.32019781203505,362.5565344602231,0.0,0.0,441.18198752685424,245.68126872368006,366.4377474875014,0.0,-217.58790909515005,0.0,0.0,0.0
464655.063,5934396.392,2098.406,F1,TopC,2,32,66,437.7547716865493,245.32019781203505,362.5565344602231,0.0,0.0,441.18198752685424,245.68126872368006,366.4377474875014,0.0,-217.58790909515005,0.0,0.0,0.0
464564.081,5934803.564,2100.531,F1,TopC,2,33,70,439.30096197121,239.0305820257202,368.5779646767776,0.0,0.0,442.9614638967045,239.20333863043717,372.8224980739652,0.0,-223.57696693727166,0.0,0.0,0.0
464532.123,5934900.227,2101.285,F1,TopC,2,33,71,439.30096197121,239.0305820257202,368.5779646767776,0.0,0.0,442.9614638967045,239.20333863043717,372.8224980739652,0.0,-223.57696693727166,0.0,0.0,0.0
464322.686,5934783.601,1727.742,F1,TopC,2,33,32,439.30096197121,239.0305820257202,368.5779646767776,0.0,0.0,442.9614638967045,239.20333863043717,372.8224980739652,0.0,-223.57696693727166,0.0,0.0,0.0
464356.448,5934687.943,1729.87,F1,TopC,2,34,33,437.65205349198914,237.5934925152988,367.54408203661444,0.0,0.0,441.1910862770119,238.17084676928832,371.3814967712888,0.0,-221.9390748998328,0.0,0.0,0.0
464564.081,5934803.564,2100.531,F1,TopC,2,34,70,437.65205349198914,237.5934925152988,367.54408203661444,0.0,0.0,441.1910862770119,238.17084676928832,371.3814967712888,0.0,-221.9390748998328,0.0,0.0,0.0
464322.686,5934783.601,1727.742,F1,TopC,2,34,32,437.65205349198914,237.5934925152988,367.54408203661444,0.0,0.0,441.1910862770119,238.17084676928832,371.3814967712888,0.0,-221.9390748998328,0.0,0.0,0.0
464591.2,5934704.206,2099.481,F1,TopC,2,35,69,435.56256930656286,236.45914882558048,365.78931465751754,0.0,0.0,439.501872780428,237.1670181686928,370.01849874324404,0.0,-220.3966584634577,0.0,0.0,0.0
464564.081,5934803.564,2100.531,F1,TopC,2,35,70,435.56256930656286,236.45914882558048,365.78931465751754,0.0,0.0,439.501872780428,237.1670181686928,370.01849874324404,0.0,-220.3966584634577,0.0,0.0,0.0
464356.448,5934687.943,1729.87,F1,TopC,2,35,33,435.56256930656286,236.45914882558048,365.78931465751754,0.0,0.0,439.501872780428,237.1670181686928,370.01849874324404,0.0,-220.3966584634577,0.0,0.0,0.0
464616.215,5934603.677,2098.807,F1,TopC,2,36,68,432.16441086432724,233.8481915449926,363.42963738369974,0.0,0.0,436.7948229868944,235.7855421613653,367.6882511277597,0.0,-217.77947868774913,0.0,0.0,0.0
464591.2,5934704.206,2099.481,F1,TopC,2,36,69,432.16441086432724,233.8481915449926,363.42963738369974,0.0,0.0,436.7948229868944,235.7855421613653,367.6882511277597,0.0,-217.77947868774913,0.0,0.0,0.0
464385.271,5934589.534,1731.39,F1,TopC,2,36,34,432.16441086432724,233.8481915449926,363.42963738369974,0.0,0.0,436.7948229868944,235.7855421613653,367.6882511277597,0.0,-217.77947868774913,0.0,0.0,0.0
464410.002,5934488.846,1732.327,F1,TopC,2,37,35,432.95911738602337,238.92110438741503,361.0682805315115,0.0,0.0,437.3011138986566,239.28058534592856,366.02475126988935,0.0,-216.38526733624394,0.0,0.0,0.0
464428.553,5934384.717,1732.676,F1,TopC,2,37,36,432.95911738602337,238.92110438741503,361.0682805315115,0.0,0.0,437.3011138986566,239.28058534592856,366.02475126988935,0.0,-216.38526733624394,0.0,0.0,0.0
464638.553,5934501.658,2098.549,F1,TopC,2,37,67,432.95911738602337,238.92110438741503,361.0682805315115,0.0,0.0,437.3011138986566,239.28058534592856,366.02475126988935,0.0,-216.38526733624394,0.0,0.0,0.0
464410.002,5934488.846,1732.327,F1,TopC,2,38,35,432.1297015014175,235.36594308144137,362.40716294947583,0.0,0.0,436.20493190026906,235.94818011402344,366.8827516178796,0.0,-216.9180282235268,0.0,0.0,0.0
464616.215,5934603.677,2098.807,F1,TopC,2,38,68,432.1297015014175,235.36594308144137,362.40716294947583,0.0,0.0,436.20493190026906,235.94818011402344,366.8827516178796,0.0,-216.9180282235268,0.0,0.0,0.0
464385.271,5934589.534,1731.39,F1,TopC,2,38,34,432.1297015014175,235.36594308144137,362.40716294947583,0.0,0.0,436.20493190026906,235.94818011402344,366.8827516178796,0.0,-216.9180282235268,0.0,0.0,0.0
464616.215,5934603.677,2098.807,F1,TopC,2,39,68,432.50172660913694,235.5685721532782,362.71916317386706,0.0,0.0,436.373688014503,237.11318165507802,366.32825103314985,0.0,-216.45174134270792,0.0,0.0,0.0
464410.002,5934488.846,1732.327,F1,TopC,2,39,35,432.50172660913694,235.5685721532782,362.71916317386706,0.0,0.0,436.373688014503,237.11318165507802,366.32825103314985,0.0,-216.45174134270792,0.0,0.0,0.0
464638.553,5934501.658,2098.549,F1,TopC,2,39,67,432.50172660913694,235.5685721532782,362.71916317386706,0.0,0.0,436.373688014503,237.11318165507802,366.32825103314985,0.0,-216.45174134270792,0.0,0.0,0.0
464193.979,5935398.684,2098.468,F1,TopC,2,40,77,463.2786094187227,249.48730411649757,390.3628504732842,0.0,0.0,464.6599516811063,247.94347944848298,392.97923835754204,0.0,-248.2176228912806,0.0,0.0,0.0
464048.562,5935203.249,1707.137,F1,TopC,2,40,27,463.2786094187227,249.48730411649757,390.3628504732842,0.0,0.0,464.6599516811063,247.94347944848298,392.97923835754204,0.0,-248.2176228912806,0.0,0.0,0.0
464264.863,5935323.697,2099.025,F1,TopC,2,40,76,463.2786094187227,249.48730411649757,390.3628504732842,0.0,0.0,464.6599516811063,247.94347944848298,392.97923835754204,0.0,-248.2176228912806,0.0,0.0,0.0
463976.393,5935277.521,1702.215,F1,TopC,2,41,26,467.78142902963805,251.6401851638322,394.3306766607469,0.0,0.0,469.2534112747791,249.50905083848727,397.4214898166346,0.0,-252.6397062730673,0.0,0.0,0.0
464193.979,5935398.684,2098.468,F1,TopC,2,41,77,467.78142902963805,251.6401851638322,394.3306766607469,0.0,0.0,469.2534112747791,249.50905083848727,397.4214898166346,0.0,-252.6397062730673,0.0,0.0,0.0
464118.357,5935471.033,2098.512,F1,TopC,2,41,78,467.78142902963805,251.6401851638322,394.3306766607469,0.0,0.0,469.2534112747791,249.50905083848727,397.4214898166346,0.0,-252.6397062730673,0.0,0.0,0.0
464048.562,5935203.249,1707.137,F1,TopC,2,42,27,465.2960472119994,250.30318907552922,392.2355479679666,0.0,0.0,466.8983824536377,248.67867910665484,395.1617316759228,0.0,-250.37289547074988,0.0,0.0,0.0
464193.979,5935398.684,2098.468,F1,TopC,2,42,77,465.2960472119994,250.30318907552922,392.2355479679666,0.0,0.0,466.8983824536377,248.67867910665484,395.1617316759228,0.0,-250.37289547074988,0.0,0.0,0.0
463976.393,5935277.521,1702.215,F1,TopC,2,42,26,465.2960472119994,250.30318907552922,392.2355479679666,0.0,0.0,466.8983824536377,248.67867910665484,395.1617316759228,0.0,-250.37289547074988,0.0,0.0,0.0
464492.904,5934992.847,2101.444,F1,TopC,2,43,72,443.11145558801775,241.28973463838048,371.6544443854691,0.0,0.0,446.74091017676767,241.18310112025273,376.04274747270097,0.0,-227.2725954006546,0.0,0.0,0.0
464281.762,5934875.272,1724.568,F1,TopC,2,43,31,443.11145558801775,241.28973463838048,371.6544443854691,0.0,0.0,446.74091017676767,241.18310112025273,376.04274747270097,0.0,-227.2725954006546,0.0,0.0,0.0
464532.123,5934900.227,2101.285,F1,TopC,2,43,71,443.11145558801775,241.28973463838048,371.6544443854691,0.0,0.0,446.74091017676767,241.18310112025273,376.04274747270097,0.0,-227.2725954006546,0.0,0.0,0.0
464281.762,5934875.272,1724.568,F1,TopC,2,44,31,445.37590485049657,242.52280671258475,373.55372417585244,0.0,0.0,448.71149813096326,242.16545673604665,377.75374291886055,0.0,-229.38492311306527,0.0,0.0,0.0
464492.904,5934992.847,2101.444,F1,TopC,2,44,72,445.37590485049657,242.52280671258475,373.55372417585244,0.0,0.0,448.71149813096326,242.16545673604665,377.75374291886055,0.0,-229.38492311306527,0.0,0.0,0.0
464232.957,5934962.553,1720.759,F1,TopC,2,44,30,445.37590485049657,242.52280671258475,373.55372417585244,0.0,0.0,448.71149813096326,242.16545673604665,377.75374291886055,0.0,-229.38492311306527,0.0,0.0,0.0
464177.227,5935045.979,1716.684,F1,TopC,2,45,29,456.7820644906177,247.92897459414263,383.64186163270534,0.0,0.0,458.19713063349025,245.98145945979448,386.571494305376,0.0,-241.32612221381214,0.0,0.0,0.0
464330.712,5935245.907,2099.593,F1,TopC,2,45,75,456.7820644906177,247.92897459414263,383.64186163270534,0.0,0.0,458.19713063349025,245.98145945979448,386.571494305376,0.0,-241.32612221381214,0.0,0.0,0.0
464115.528,5935126.081,1712.031,F1,TopC,2,45,28,456.7820644906177,247.92897459414263,383.64186163270534,0.0,0.0,458.19713063349025,245.98145945979448,386.571494305376,0.0,-241.32612221381214,0.0,0.0,0.0
464391.307,5935165.19,2100.284,F1,TopC,2,46,74,454.98717592130686,247.55997395364614,381.74256973635556,0.0,0.0,456.18688259317076,245.34957451210536,384.5904915930569,0.0,-238.87419680068047,0.0,0.0,0.0
464330.712,5935245.907,2099.593,F1,TopC,2,46,75,454.98717592130686,247.55997395364614,381.74256973635556,0.0,0.0,456.18688259317076,245.34957451210536,384.5904915930569,0.0,-238.87419680068047,0.0,0.0,0.0
464177.227,5935045.979,1716.684,F1,TopC,2,46,29,454.98717592130686,247.55997395364614,381.74256973635556,0.0,0.0,456.18688259317076,245.34957451210536,384.5904915930569,0.0,-238.87419680068047,0.0,0.0,0.0
464330.712,5935245.907,2099.593,F1,TopC,2,47,75,458.8525789405544,249.05279394774973,385.3808441363133,0.0,0.0,460.2868716436464,246.6170153121893,388.643494466037,0.0,-243.70080833068369,0.0,0.0,0.0
464264.863,5935323.697,2099.025,F1,TopC,2,47,76,458.8525789405544,249.05279394774973,385.3808441363133,0.0,0.0,460.2868716436464,246.6170153121893,388.643494466037,0.0,-243.70080833068369,0.0,0.0,0.0
464115.528,5935126.081,1712.031,F1,TopC,2,47,28,458.8525789405544,249.05279394774973,385.3808441363133,0.0,0.0,460.2868716436464,246.6170153121893,388.643494466037,0.0,-243.70080833068369,0.0,0.0,0.0
465096.938,5933154.485,2109.018,F1,TopC,2,48,53,522.0311129681273,287.61524682975926,435.65347777539705,0.0,0.0,512.0318250310227,283.6807906621604,426.26173674180427,0.0,-281.25701100668084,0.0,0.0,0.0
464850.903,5933017.478,1684.138,F1,TopC,2,48,50,522.0311129681273,287.61524682975926,435.65347777539705,0.0,0.0,512.0318250310227,283.6807906621604,426.26173674180427,0.0,-281.25701100668084,0.0,0.0,0.0
464911.777,5932936.918,1680.524,F1,TopC,2,48,51,522.0311129681273,287.61524682975926,435.65347777539705,0.0,0.0,512.0318250310227,283.6807906621604,426.26173674180427,0.0,-281.25701100668084,0.0,0.0,0.0
465096.938,5933154.485,2109.018,F1,TopC,2,49,53,518.2911565045741,285.5547020180115,432.5323514677875,0.0,0.0,507.2761383670624,279.6246859819503,423.2462455786708,0.0,-278.71212750206337,0.0,0.0,0.0
465032.835,5933233.248,2106.605,F1,TopC,2,49,54,518.2911565045741,285.5547020180115,432.5323514677875,0.0,0.0,507.2761383670624,279.6246859819503,423.2462455786708,0.0,-278.71212750206337,0.0,0.0,0.0
464850.903,5933017.478,1684.138,F1,TopC,2,49,50,518.2911565045741,285.5547020180115,432.5323514677875,0.0,0.0,507.2761383670624,279.6246859819503,423.2462455786708,0.0,-278.71212750206337,0.0,0.0,0.0
465096.938,5933154.485,2109.018,F1,TopC,2,50,53,525.5224582788946,292.4751129775108,436.614432244612,0.0,0.0,516.6304250421216,287.8221822154144,429.0252403000441,0.0,-283.52377595839926,0.0,0.0,0.0
464911.777,5932936.918,1680.524,F1,TopC,2,50,51,525.5224582788946,292.4751129775108,436.614432244612,0.0,0.0,516.6304250421216,287.8221822154144,429.0252403000441,0.0,-283.52377595839926,0.0,0.0,0.0
465165.049,5933077.954,2110.931,F1,TopC,2,50,52,525.5224582788946,292.4751129775108,436.614432244612,0.0,0.0,516.6304250421216,287.8221822154144,429.0252403000441,0.0,-283.52377595839926,0.0,0.0,0.0
462790.806,5936906.502,2095.951,F1,TopC,2,51,97,310.2474779297815,160.86768498217594,265.28302902799055,0.0,0.0,297.0216437134062,154.68790247358885,253.5607864114962,0.0,-130.33845994405806,0.0,0.0,0.0
462630.352,5936931.611,1854.186,F1,TopC,2,51,5,310.2474779297815,160.86768498217594,265.28302902799055,0.0,0.0,297.0216437134062,154.68790247358885,253.5607864114962,0.0,-130.33845994405806,0.0,0.0,0.0
462653.904,5936830.268,1838.376,F1,TopC,2,51,6,310.2474779297815,160.86768498217594,265.28302902799055,0.0,0.0,297.0216437134062,154.68790247358885,253.5607864114962,0.0,-130.33845994405806,0.0,0.0,0.0
462609.293,5937034.343,1870.75,F1,TopC,2,52,4,265.4782395020739,139.35379924519037,225.96286041084647,0.0,0.0,257.3551122203365,134.71576583310977,219.27847739199538,0.0,-95.0708754623447,0.0,0.0,0.0
462729.717,5937101.402,2094.552,F1,TopC,2,52,99,265.4782395020739,139.35379924519037,225.96286041084647,0.0,0.0,257.3551122203365,134.71576583310977,219.27847739199538,0.0,-95.0708754623447,0.0,0.0,0.0
462586.181,5937135.932,1887.061,F1,TopC,2,52,3,265.4782395020739,139.35379924519037,225.96286041084647,0.0,0.0,257.3551122203365,134.71576583310977,219.27847739199538,0.0,-95.0708754623447,0.0,0.0,0.0
